A302,,1231.6200,1305.0600,9.9100
A303,,1235.3280,1363.7340,10.2570
A301,,1196.9900,1288.8510,9.6760
A302001,,1251.7930,1332.4730,10.7320
A302002,,1256.8250,1327.2530,10.7100
A302003,,1262.8550,1327.2530,10.4890
A302004,,1311.7150,1333.1920,10.6960
A302005,,1304.9150,1318.2980,10.5820
A302006,,1303.9100,1318.4360,10.5210
A302007,,1302.2710,1318.4200,10.5050
A302008,,1300.9860,1318.4350,10.4940
A302009,,1300.9760,1315.8310,10.4910
A302010,,1300.9850,1314.5960,10.4720
A302011,,1300.9960,1312.0150,10.5140
A302012,,1304.9420,1311.9980,10.5430
A302013,,1304.9020,1312.8010,10.5440
A302014,,1302.1990,1323.4460,10.2950
A302015,,1273.0470,1323.2000,10.3440
A302016,,1276.8240,1324.8190,10.3290
A302017,,1276.8700,1321.2690,10.3560
A302018,,1278.8420,1316.2670,10.5100
A302019,,1279.6520,1317.1880,10.5320
A302020,,1283.8440,1314.5520,10.5380
A302021,,1284.1810,1313.2260,10.5080
A302022,,1292.1580,1311.8850,10.4360
A302023,,1292.1920,1313.0700,10.4030
A302024,,1298.6110,1314.1650,10.4860
A302025,,1298.6630,1315.4670,10.4640
A302026,,1279.2170,1310.4360,10.4900
A302027,,1278.6290,1309.1470,10.4660
A302028,,1277.0730,1306.5890,10.3110
A302029,,1275.7300,1306.5600,10.3120
A302030,,1275.7630,1302.7550,10.2050
A302031,,1279.5220,1302.8160,10.1790
A302032,,1279.4630,1306.5910,10.3150
A302033,,1308.7650,1301.1060,10.6680
A302034,,1308.7810,1297.6840,10.6880
A302035,,1252.1110,1296.8470,10.6780
A302036,,1246.0800,1302.3700,10.2060
A302037,,1245.5080,1322.8830,10.1810
A302038,,1248.1460,1313.5270,10.4810
A302039,,1251.0480,1312.9770,10.4770
A302040,,1251.2690,1314.0950,10.5100
A302041,,1253.5120,1312.6250,10.4960
A302042,,1253.4800,1313.8050,10.5270
A302043,,1258.6700,1313.9850,10.5310
A302044,,1258.5220,1315.2010,10.5340
A302045,,1263.3260,1313.6780,10.5090
A302046,,1263.6390,1314.8280,10.5200
A302047,,1268.4510,1310.4610,10.4510
A302048,,1268.5410,1311.6840,10.5220
A302049,,1274.1060,1311.4970,10.5020
A302050,,1274.2280,1312.7010,10.4990
A302051,,1276.9080,1309.6460,10.4910
A302052,,1277.6210,1310.6220,10.5310
A302053,,1302.8730,1310.1630,10.5680
A302054,,1301.6480,1307.0310,10.3820
A302055,,1304.2250,1306.3360,10.5370
A302056,,1313.2550,1303.5720,10.2560
A302057,,1296.4050,1303.0360,10.2130
A302058,,1286.9800,1306.1120,10.2970
A302059,,1285.4150,1307.0960,10.2900
A302060,,1284.2890,1305.8110,10.3120
A302061,,1282.0870,1307.6220,10.4150
A302062,,1275.1930,1308.6870,10.4460
A302063,,1269.9470,1305.9570,10.3120
A302064,,1254.5430,1307.2330,10.2870
A302065,,1249.8350,1306.5620,10.4150
A302066,,1249.1770,1316.1760,10.5210
A302067,,1252.1760,1322.3450,10.3260
A302068,,1261.4230,1323.4320,10.2950
A302069,,1247.4160,1324.1050,10.2260
A302070,,1245.4930,1324.5730,10.1800
A302071,,1267.4610,1321.1310,10.4500
A302072,,1269.7820,1322.1940,10.4360
A302073,,1283.4300,1316.8720,10.4800
A302074,,1285.2660,1322.6390,10.3770
A302075,,1287.5030,1321.5050,10.4000
A302076,,1301.8000,1323.3240,10.2860
A302077,,1308.8980,1321.3080,11.9520
A302078,,1313.9540,1317.8640,14.2060
A302079,,1304.6760,1317.4380,10.5430
A302080,,1262.8020,1332.2730,10.7490
A302081,,1230.0090,1317.2950,9.9500
A302082,,1237.4720,1324.8050,10.0700
A302083,,1237.5500,1317.4320,10.0730
A302084,,1230.3580,1286.4570,9.7510
A302085,,1237.8740,1286.5760,10.0520
A302086,,1192.1440,1327.7370,9.9020
A302087,,1191.5330,1326.9130,9.8990
A302088,,1188.5510,1324.2280,9.8950
A302089,,1188.6320,1316.8740,9.8730
A302090,,1196.1560,1316.9560,9.8750
A302091,,1195.3760,1308.2590,9.8400
A302092,,1195.3330,1307.5830,9.8380
A302093,,1191.5070,1310.3370,9.8750
A302094,,1192.2810,1310.0340,9.8760
A302095,,1188.5310,1305.2590,9.8580
A302096,,1188.5350,1306.0220,9.8580
A302097,,1192.2250,1302.5950,9.8460
A302098,,1192.3040,1301.5940,9.8460
A302099,,1195.9660,1295.0600,9.7370
A302100,,1195.7260,1295.9510,9.7370
A302101,,1191.0580,1293.0780,9.7780
A302102,,1191.8860,1293.0810,9.7620
A302103,,1188.2580,1296.3950,9.8050
A302104,,1188.4360,1295.5580,9.8050
A302105,,1188.9610,1286.0470,9.7590
A302106,,1196.4200,1286.1170,9.6690
A302107,,1196.5170,1278.7860,9.6440
